id,333,329,389,390,369,154,403,367,145
333,0.0,0.17853184861486185,0.1173865441591969,0.06994017730822445,0.12213448195958668,0.12061671753931053,0.2557603298682564,0.20909317735021551,0.14282161062908677
329,0.17853184861486185,0.0,0.1785819498285468,0.20366261779629086,0.16215295455542303,0.20618541067966512,0.17795680341100198,0.23900520161157307,0.19448744879599025
389,0.1173865441591969,0.1785819498285468,0.0,0.11203179365579384,0.13490099652601506,0.1603339022129129,0.24341475390783704,0.22572040006920835,0.14231244355958145
390,0.06994017730822445,0.20366261779629347,0.11203179365579648,0.0,0.1118423834067942,0.1218280712382034,0.26863836895160964,0.19330415861722455,0.12351522432339423
369,0.12213448195958668,0.16215295455542303,0.13490099652601506,0.11184238340679159,0.0,0.15435009399005484,0.21888030477724194,0.21694214608575885,0.1653274717392006
154,0.12061671753931053,0.20618541067966512,0.1603339022129129,0.1218280712382034,0.15435009399005484,0.0,0.25961291454358804,0.21457854721038613,0.1482090265696796
403,0.2557603298682564,0.17795680341100198,0.24341475390783704,0.26863836895160964,0.21888030477724194,0.25961291454358804,0.0,0.271444848164124,0.25242777031733793
367,0.20909317735021551,0.23900520161157307,0.22572040006920835,0.19330415861722455,0.21694214608575885,0.21457854721038613,0.271444848164124,0.0,0.222794613238936
145,0.14282161062908677,0.19448744879599025,0.14231244355958145,0.12351522432339423,0.1653274717392006,0.1482090265696796,0.25242777031733793,0.222794613238936,0.0
