id,310,254,110,188,255,138,275,266,175,219
310,0.0,2.6204058925710974,2.7514811003228585,2.6160906865015505,2.727262540824986,2.7517870963367694,2.614483836301735,2.4599610384335637,2.638628814286216,2.527985224752149
254,2.620405892571085,0.0,2.3725703552881114,1.563262806575829,2.2891705091485677,2.0494003334379807,1.973723644829507,2.1222675345309465,2.0863820863133755,1.9865677909986
110,2.751481100322857,2.3725703552881194,0.0,2.2271138820381724,2.3059403984603843,1.960914094881202,2.1606373661558824,2.581119511184358,2.456680597875195,1.9463756109386818
188,2.616090686501552,1.5632628065758318,2.227113882038171,0.0,2.2238447031890614,1.9450162524192756,1.7561415363001007,2.0947972743753596,2.0823547934805284,1.9884907539233923
255,2.7272625408249813,2.2891705091485806,2.3059403984603795,2.223844703189056,0.0,2.3244042295743323,2.3283120984687593,2.515004109545725,2.471007395001271,2.271750056151226
138,2.751787096336736,2.049400333437946,1.9609140948811794,1.9450162524192347,2.324404229574293,0.0,2.011754246646581,2.4630430141217623,2.0557906792084752,1.7911790166605268
275,2.6144838363017313,1.9737236448295106,2.1606373661558784,1.7561415363000978,2.328312098468764,2.0117542466466127,0.0,2.150305961283234,2.0614818382162245,1.7906601648933114
266,2.4599610384335575,2.122267534530952,2.581119511184356,2.0947972743753565,2.51500410954573,2.463043014121806,2.150305961283239,0.0,2.3401150308155647,2.2692033148971986
175,2.638628814286207,2.0863820863133844,2.4566805978751924,2.0823547934805293,2.4710073950012634,2.055790679208508,2.061481838216219,2.3401150308155576,0.0,2.0354737813577493
219,2.5279852247521295,1.9865677909985993,1.9463756109386399,1.9884907539233332,2.2717500561512134,1.7911790166605157,1.7906601648932605,2.269203314897161,2.0354737813577204,0.0
