id,48,193,347,370,16,55,167,58,29,265,62,56,57,6,180,282
48,0.0,0.9101566657548923,0.9016680614989953,1.0965647315634173,0.9484799494670101,0.9802452703658467,0.8606438177663198,1.0018563056625827,0.8927353595426049,1.0207577622306863,1.0487200417272227,1.0985410470347805,1.445433711165277,0.8823197419865804,0.9697432911663438,1.0383507208738207
193,0.9101566657548946,0.0,0.5803488415005511,0.4359409510013765,0.6603769303329078,0.2348263267390218,0.2292874032036508,0.421673727979206,0.28779002129484493,0.2571579572787162,0.5886950471609859,0.24898536950920583,0.8277679495460838,0.6296939454314504,0.24852218038319107,0.21778809853399883
347,0.9016680614989941,0.5803488415005511,0.0,0.642356091923862,0.5850299118701053,0.6483218113810387,0.43588422312983227,0.7511570865348517,0.5175594179645473,0.6188649648602703,0.8492639366464229,0.5753455587219533,1.0653558241789505,0.8446642475149744,0.665934970849353,0.5964888897042585
370,1.0965647315634197,0.4359409510013743,0.642356091923862,0.0,0.711575474219507,0.47687987782352365,0.39533605734744914,0.48755446275493086,0.37576730298987443,0.3923953448432545,0.5581264049756899,0.41103950941570144,0.8778559259031083,0.8025916227469916,0.5029980307789026,0.37746913590483266
16,0.9484799494670072,0.6603769303329078,0.5850299118701053,0.711575474219507,0.0,0.6567465466567284,0.5149544766202718,0.6337090309457668,0.5201396574880393,0.7470647673914192,0.6627463872941852,0.6550788693934736,0.981963116876366,0.8866937296314957,0.6856041034803597,0.6479723072176499
55,0.9802452703658454,0.2348263267390229,0.6483218113810387,0.47687987782352365,0.6567465466567284,0.0,0.3216598009870983,0.35922681728753064,0.3797182935740048,0.2918126724431564,0.4945944086701435,0.29780719319992704,0.7830981256434403,0.532680928641209,0.2865146765781855,0.2764007559780241
167,0.8606438177663198,0.2292874032036508,0.43588422312983227,0.39533605734744914,0.5149544766202718,0.3216598009870983,0.0,0.46582618764179584,0.30930696911616584,0.3630151055341905,0.6104447151319298,0.32632712243302286,0.8611140361141022,0.6361901690033892,0.335496940017615,0.2568631343790853
58,1.0018563056625827,0.421673727979206,0.7511570865348517,0.48755446275493086,0.6337090309457668,0.35922681728753064,0.46582618764179584,0.0,0.31220301496378716,0.5018800417309881,0.3972808980328147,0.4369457215728079,0.867573238888957,0.6609822326045888,0.46854171155687047,0.4142842854245569
29,0.8927353595426049,0.28779002129484493,0.5175594179645473,0.37576730298987443,0.5201396574880393,0.3797182935740048,0.30930696911616584,0.31220301496378716,0.0,0.39778190772719146,0.43918400248907796,0.3274892487273145,0.9226748808926098,0.6605310027116532,0.35209123989723945,0.3505369160582406
265,1.0207577622306887,0.25715795727871404,0.6188649648602703,0.3923953448432545,0.7470647673914192,0.2918126724431564,0.3630151055341905,0.5018800417309881,0.39778190772719146,0.0,0.6499591887185273,0.31889129083618023,0.7885252408593563,0.6629878379138798,0.3632529808960254,0.23392889701645309
62,1.0487200417272216,0.5886950471609859,0.8492639366464229,0.5581264049756899,0.6627463872941852,0.4945944086701435,0.6104447151319298,0.3972808980328147,0.43918400248907796,0.6499591887185273,0.0,0.5655498402612008,0.9800769867709104,0.7412061361365523,0.5999208470115349,0.6032569593080542
56,1.0985410470347805,0.24898536950920583,0.5753455587219533,0.41103950941570144,0.6550788693934736,0.29780719319992704,0.32632712243302286,0.4369457215728079,0.3274892487273145,0.31889129083618023,0.5655498402612008,0.0,0.8624850589029448,0.7240337214743992,0.281376971850712,0.1964916878042476
57,1.445433711165277,0.8277679495460838,1.0653558241789505,0.8778559259031083,0.981963116876366,0.7830981256434403,0.8611140361141022,0.867573238888957,0.9226748808926098,0.7885252408593563,0.9800769867709104,0.8624850589029448,0.0,0.8872002055517733,0.9105820187808354,0.8585664569727021
6,0.8823197419865828,0.6296939454314482,0.8446642475149744,0.8025916227469916,0.8866937296314957,0.532680928641209,0.6361901690033892,0.6609822326045888,0.6605310027116532,0.6629878379138798,0.7412061361365523,0.7240337214743992,0.8872002055517733,0.0,0.6690476775200532,0.6978993765587493
180,0.9697432911663438,0.24852218038319107,0.665934970849353,0.5029980307789002,0.6856041034803597,0.28651467657818674,0.335496940017615,0.46854171155687047,0.35209123989723945,0.3632529808960229,0.5999208470115349,0.281376971850712,0.9105820187808354,0.6690476775200508,0.0,0.2790165527651753
282,1.0383507208738207,0.21778809853399883,0.5964888897042585,0.37746913590483266,0.6479723072176499,0.2764007559780241,0.2568631343790853,0.4142842854245569,0.3505369160582406,0.23392889701645309,0.6032569593080542,0.1964916878042476,0.8585664569727021,0.6978993765587493,0.2790165527651753,0.0
