id,158,342,386,4,156,372,147,348,374,10,346,139,11,371
158,0.0,0.10130778461664851,0.1640575313204251,0.7253048231310792,0.09789889042825228,0.4417909015542832,0.671716767168533,0.9612664931697946,0.5479707424662574,0.17719038885537586,0.3675206736910297,0.25433239186278433,0.6786237183443401,0.34691323317637235
342,0.10130778461664851,0.0,0.09691993146627184,0.7346701184291601,0.022395829293051592,0.4550295746033628,0.6607079917622699,0.980086624252514,0.4961366963477763,0.11794998849116493,0.36845554361706917,0.22766435161356144,0.6688194251268385,0.3116749172985408
386,0.1640575313204251,0.09691993146627184,0.0,0.7312821283134839,0.09782886438630836,0.4332977028592288,0.6731517784786142,1.0032798614926561,0.4868747188801594,0.130187050455451,0.3775759883231144,0.22163879562100555,0.7066752743893566,0.3101319148605987
4,0.7253048231310792,0.7346701184291601,0.7312821283134839,0.0,0.7418089960888872,0.6690021714392865,0.8269595935480882,0.9819903630917028,0.8630728079410634,0.7656863849813916,0.7085973060575247,0.7105230197135238,0.9810739474021491,0.7654143130515119
156,0.09789889042825228,0.022395829293051592,0.09782886438630836,0.7418089960888872,0.0,0.4501908035114477,0.6630115217556664,0.9802845284286751,0.4904824279635556,0.11778806834160026,0.36938747365030594,0.22488527284885548,0.6826804479471978,0.3152831873030794
372,0.4417909015542832,0.4550295746033628,0.4332977028592288,0.6690021714392865,0.4501908035114477,0.0,0.7551932898274789,0.9611739059844957,0.6829380932095425,0.4629588364094994,0.5098801038213613,0.4749924835352393,0.9019087992264315,0.5474728468236236
147,0.671716767168533,0.6607079917622699,0.6731517784786142,0.8269595935480882,0.6630115217556664,0.7551932898274789,0.0,1.0437347179317806,0.8823537726039102,0.6476819477669374,0.6213839486601321,0.5664611354562827,0.5999369249532969,0.7211486355610789
348,0.9612664931697946,0.980086624252514,1.0032798614926561,0.9819903630917028,0.9802845284286751,0.9611739059844957,1.0437347179317806,0.0,1.0964655914238424,0.9599101460440118,0.9180065285037398,0.9616156417754997,0.9367732350778927,0.8290922922343852
374,0.5479707424662587,0.4961366963477763,0.4868747188801594,0.8630728079410621,0.4904824279635556,0.6829380932095437,0.882353772603909,1.0964655914238437,0.0,0.4994857627070776,0.6048458631011242,0.5167508401550036,0.9105835129606245,0.5184817057618737
10,0.17719038885537586,0.11794998849116493,0.130187050455451,0.7656863849813941,0.11778806834160026,0.4629588364094994,0.6476819477669374,0.9599101460440095,0.4994857627070776,0.0,0.40461530757787173,0.20444745853511437,0.6577214786070796,0.27660268739429594
346,0.3675206736910297,0.36845554361706917,0.3775759883231144,0.7085973060575247,0.36938747365030594,0.5098801038213613,0.6213839486601321,0.9180065285037398,0.6048458631011229,0.40461530757787173,0.0,0.3737812995101062,0.5930879070812076,0.39030559650256447
139,0.25433239186278433,0.22766435161356144,0.22163879562100555,0.7105230197135238,0.22488527284885548,0.4749924835352393,0.5664611354562827,0.9616156417754997,0.5167508401550036,0.20444745853511437,0.3737812995101062,0.0,0.6899839741941787,0.3611745205914546
11,0.6786237183443401,0.6688194251268385,0.7066752743893566,0.9810739474021491,0.6826804479471978,0.9019087992264315,0.5999369249532969,0.9367732350778927,0.9105835129606245,0.6577214786070796,0.5930879070812076,0.6899839741941787,0.0,0.6866060624319072
371,0.34691323317637235,0.3116749172985408,0.3101319148605987,0.7654143130515094,0.3152831873030794,0.5474728468236236,0.7211486355610789,0.8290922922343876,0.5184817057618762,0.27660268739429594,0.39030559650256447,0.3611745205914546,0.6866060624319072,0.0
