id,310,254,110,188,255,138,275,266,175,219
310,0.0,0.5249732484165542,0.592487055855672,0.6317574066927943,0.9149056035492754,0.5104680098386696,0.5908703390977957,0.9790944883726583,0.8365682484132613,1.129512034881045
254,0.5249732484165531,0.0,0.46097176343800106,0.3629040990188401,0.6435233147318673,0.41654961643245814,0.4337082708452884,0.8806344396578828,0.6652839386435304,0.8385187582925955
110,0.592487055855672,0.46097176343800106,0.0,0.4677493671224552,0.7937766095616329,0.40310881521709796,0.44399517539548833,0.913830182819033,0.7907224218594224,0.8757603669854396
188,0.6317574066927932,0.3629040990188401,0.4677493671224552,0.0,0.7856060375996889,0.32419616880230595,0.4766934350997635,0.9580054685291611,0.7964147414946243,0.8488826281535357
255,0.9149056035492754,0.6435233147318673,0.7937766095616329,0.7856060375996889,0.0,0.6276253986509385,0.5952758050085732,1.0570826969347915,0.5925982016434175,0.9377324072651506
138,0.5104680098386684,0.41654961643245814,0.40310881521709796,0.32419616880230595,0.6276253986509385,0.0,0.4554173989184186,1.0182498282422128,0.6412043890839613,0.8746489253003833
275,0.5908703390977957,0.4337082708452884,0.44399517539548833,0.4766934350997635,0.5952758050085732,0.4554173989184186,0.0,0.8981264518189442,0.7797143195799016,0.8325821737877541
266,0.9790944883726583,0.8806344396578828,0.913830182819033,0.9580054685291611,1.0570826969347915,1.0182498282422128,0.8981264518189442,0.0,1.2094927190389235,1.1840122765485732
175,0.8365682484132625,0.6652839386435293,0.7907224218594224,0.7964147414946243,0.5925982016434164,0.64120438908396,0.7797143195799016,1.2094927190389235,0.0,0.6952071199922649
219,1.1295120348810437,0.8385187582925955,0.8757603669854396,0.8488826281535357,0.9377324072651506,0.8746489253003833,0.8325821737877541,1.1840122765485732,0.6952071199922649,0.0
