,file,name,status,date_signed,date_into_force,date_notification,end_implementation,partyisocode,composition,region,parties_wto,crossregional,language,chapter_count,article_count,word_count,average_WxA
81,pta_19.xml,"EFTA - Korea, Republic of",In Force,2005-12-15,2006-09-01,2006-08-23,2016-12-30,"['ISL', 'KOR', 'CHE', 'LIE', 'NOR']",Bilateral; One Party is an RTA,Europe; East Asia,Yes,Yes,en,12,90,10897,121.07777777777778
82,pta_25.xml,Turkey - Morocco,In Force,2004-04-07,2006-01-01,2006-02-10,2015-12-31,"['TUR', 'MAR']",Bilateral,Africa; Europe,Yes,Yes,en,6,39,4340,111.28205128205128
83,pta_182.xml,Bulgaria - Serbia and Montenegro,Inactive,2003-11-13,2004-06-01,2005-03-11,,"['SRB', 'BGR', None, 'MNE']",Plurilateral,Europe,No,No,en,6,41,5014,122.29268292682927
84,pta_196.xml,Croatia - Serbia and Montenegro,Inactive,2004-01-14,2004-07-01,2005-09-22,,"['SRB', 'MNE', None, 'HRV']",Plurilateral,Europe,No,No,en,3,14,751,53.642857142857146
85,pta_31.xml,Turkey - Tunisia,In Force,2004-11-25,2005-07-01,2005-09-01,2014-12-31,"['TUN', 'TUR']",Bilateral,Africa; Europe,Yes,Yes,en,8,54,5084,94.14814814814815
86,pta_169.xml,Albania - Romania,Inactive,2003-06-01,2004-01-01,2004-12-14,,"['ALB', None, 'ROU']",Bilateral,Europe,Yes,No,en,6,42,4398,104.71428571428571
87,pta_141.xml,Australia - China,In Force,2015-06-17,2015-12-20,2016-01-26,2029-12-31,"['CHN', 'AUS']",Bilateral,Oceania; East Asia,Yes,Yes,en,19,224,36759,164.10267857142858
88,pta_155.xml,Japan - Switzerland,In Force,2009-02-19,2009-09-01,2009-09-01,2024-12-30,"['JPN', 'CHE']",Bilateral,East Asia; Europe,Yes,Yes,en,18,156,26415,169.32692307692307
89,pta_380.xml,"Peru - Korea, Republic of",In Force,2011-03-21,2011-08-01,2011-08-09,2027-12-31,"['KOR', 'PER']",Bilateral,East Asia; South America,Yes,Yes,en,27,309,54355,175.9061488673139
90,pta_394.xml,"EFTA - Hong Kong, China",In Force,2011-06-21,2012-10-01,2012-09-27,2012-12-30,"['HKG', 'ISL', 'CHE', 'LIE', 'NOR']",Bilateral; One Party is an RTA,East Asia; Europe,Yes,Yes,en,13,89,12808,143.91011235955057
91,pta_419.xml,Turkey - Malaysia,In Force,2014-04-17,2015-08-01,2017-02-20,,"['TUR', 'MYS']",Bilateral,East Asia; Europe,Yes,Yes,en,16,166,23216,139.85542168674698
92,pta_343.xml,"Korea, Republic of - Australia",In Force,2014-04-08,2014-12-12,2014-12-22,2033-12-31,"['KOR', 'AUS']",Bilateral,Oceania; East Asia,Yes,Yes,en,25,307,60321,196.48534201954396
93,pta_425.xml,Japan - Mongolia,In Force,2015-02-10,2016-06-07,2016-06-01,2036-12-30,"['MNG', 'JPN']",Bilateral,East Asia,Yes,No,en,18,203,30960,152.51231527093597
94,pta_431.xml,Russian Federation - Uzbekistan,In Force,1992-11-13,1993-03-25,2013-01-18,1993-12-31,"['RUS', 'UZB']",Bilateral,Commonwealth of Independent States (CIS),No,No,en,3,20,1489,74.45
95,pta_357.xml,Ukraine - Moldova,In Force,2003-11-13,2005-05-19,2008-08-18,2008-12-30,"['UKR', 'MDA']",Bilateral,Commonwealth of Independent States (CIS),Yes,No,en,6,34,2841,83.55882352941177
96,pta_237.xml,EC - Spain Agreement of 1970,Inactive,1970-06-29,1970-10-01,1970-09-07,,"['ESP', 'BEL', 'NLD', 'DEU', 'LUX', 'FRA', 'ITA', None]",Plurilateral,Europe,Yes,No,en,4,21,1339,63.76190476190476
97,pta_223.xml,EC - Latvia Agreement,Inactive,1994-07-18,1995-01-01,1995-06-30,,"['ESP', 'PRT', 'BEL', 'IRL', 'NLD', 'DEU', 'LUX', 'DNK', 'FRA', 'GBR', 'ITA', None, 'GRC', 'LVA']",Plurilateral,Europe,Yes,No,en,19,131,17202,131.31297709923663
98,pta_235.xml,EC - Slovenia Europe Agreement,Inactive,1996-06-10,1999-02-01,,,"['SVN', 'ESP', 'PRT', 'BEL', 'IRL', 'NLD', 'DEU', 'LUX', 'DNK', 'FRA', 'GBR', 'ITA', None, 'GRC']",Plurilateral,Europe,Yes,No,en,20,132,16579,125.59848484848484
99,pta_221.xml,EC - Hungary Interim Agreement of 1991,Inactive,1991-12-16,1992-03-01,1992-04-03,,"['ESP', 'PRT', 'BEL', 'IRL', 'NLD', 'DEU', 'LUX', 'DNK', 'FRA', 'GBR', 'ITA', None, 'GRC', 'HUN']",Plurilateral,Europe,Yes,No,en,6,49,5184,105.79591836734694
100,pta_209.xml,EC - Bulgaria Interim Agreement,Inactive,1993-03-08,1993-12-31,1994-12-23,,"['ESP', 'PRT', 'BEL', 'IRL', 'BGR', 'DEU', 'LUX', 'NLD', 'DNK', 'FRA', 'GBR', 'ITA', None, 'GRC']",Plurilateral,Europe,Yes,No,en,8,53,5163,97.41509433962264
101,pta_427.xml,EU - Georgia,In Force,2014-06-27,2014-09-01,2014-07-02,2024-12-30,"['ESP', 'CYP', 'DEU', 'CZE', 'GEO', 'SVK', 'SWE', 'AUT', 'ROU', 'HUN', 'EST', 'BGR', 'LTU', 'LUX', 'DNK', 'FRA', 'GBR', 'MLT', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'FIN', 'POL', 'HRV', 'ITA', 'GRC', 'LVA']",Bilateral; One Party is an RTA,Europe; Commonwealth of Independent States (CIS),Yes,Yes,en,51,433,66492,153.56120092378754
102,pta_341.xml,El Salvador- Honduras - Chinese Taipei,In Force,2007-05-07,2008-03-01,2010-04-06,2027-12-31,"['HND', 'SLV', 'TWN']",Plurilateral,East Asia; Central America,Yes,Yes,en,20,209,39767,190.27272727272728
103,pta_355.xml,Ukraine - Kazakhstan,In Force,1994-09-17,1998-10-19,2008-08-18,1998-12-31,"['UKR', 'KAZ']",Bilateral,Commonwealth of Independent States (CIS),Yes,No,en,3,15,1614,107.6
104,pta_433.xml,Mexico - Central America,In Force,2011-11-22,2012-09-01,2014-01-20,2022-12-31,"['SLV', 'NIC', 'HND', 'GTM', 'CRI', 'MEX']",Plurilateral,Central America; North America,Yes,Yes,es,22,276,66066,239.3695652173913
105,pta_369.xml,Canada - Panama,In Force,2010-05-14,2013-04-01,2013-04-10,2031-12-31,"['PAN', 'CAN']",Bilateral,North America; Central America,Yes,Yes,en,26,245,52941,216.0857142857143
106,pta_382.xml,Mexico - Uruguay,In Force,2003-11-15,2004-07-15,2013-06-28,2013-12-31,"['URY', 'MEX']",Bilateral,North America; South America,Yes,Yes,es,11,131,30859,235.5648854961832
107,pta_396.xml,Canada - Ukraine,In Force,2016-07-11,2017-08-01,,,"['UKR', 'CAN']",Bilateral,North America; Commonwealth of Independent States (CIS),Yes,Yes,en,21,216,37892,175.42592592592592
108,pta_143.xml,EFTA - Canada,In Force,2008-01-26,2009-07-01,2009-08-04,2024-12-30,"['ISL', 'CHE', 'LIE', 'NOR', 'CAN']",Bilateral; One Party is an RTA,North America; Europe,Yes,Yes,en,11,45,6634,147.42222222222222
109,pta_157.xml,US - Panama,In Force,2007-06-28,2012-10-31,2012-10-29,2031-12-31,"['PAN', 'USA']",Bilateral,Central America; North America,Yes,Yes,en,24,282,72666,257.6808510638298
110,pta_180.xml,Bulgaria - Latvia,Inactive,2002-10-16,2003-04-01,2003-04-08,,"['BGR', 'LVA', None]",Bilateral,Europe,Yes,No,en,5,38,4780,125.78947368421052
111,pta_27.xml,Thailand - New Zealand,In Force,2005-04-19,2005-07-01,2005-12-01,2020-12-30,"['NZL', 'THA']",Bilateral,Oceania; East Asia,Yes,Yes,en,20,152,22587,148.59868421052633
112,pta_33.xml,EFTA - Tunisia,In Force,2004-12-17,2005-06-01,2005-06-03,2023-12-31,"['ISL', 'TUN', 'CHE', 'LIE', 'NOR']",Bilateral; One Party is an RTA,Europe; Africa,Yes,Yes,en,12,48,5589,116.4375
113,pta_194.xml,Croatia - Bosnia and Herzegovina,Inactive,2000-12-19,2001-01-01,2003-10-06,,"['BIH', None, 'HRV']",Bilateral,Europe,No,No,en,5,41,5280,128.78048780487805
114,pta_32.xml,Economic Community of West African States (ECOWAS),In Force,1993-07-24,1993-07-24,2005-07-06,2000-12-30,"['TGO', 'MLI', 'BFA', 'SLE', 'NGA', 'NER', 'GHA', 'SEN', 'CPV', 'GNB', 'CIV', 'GMB', 'LBR', 'BEN', 'GIN']",Plurilateral,Africa,No,No,en,24,95,12084,127.2
115,pta_195.xml,Croatia - Former Yugoslav Republic of Macedonia,Inactive,1997-05-09,1997-10-30,2005-04-01,,"['MKD', None, 'HRV']",Bilateral,Europe,Yes,No,en,5,40,4593,114.825
116,pta_181.xml,Bulgaria - Lithuania,Inactive,2001-05-08,2002-03-01,2003-04-30,,"['LTU', 'BGR', None]",Bilateral,Europe,Yes,No,en,6,40,5236,130.9
117,pta_26.xml,US - Morocco,In Force,2004-06-15,2006-01-01,2005-12-30,2030-12-31,"['USA', 'MAR']",Bilateral,Africa; North America,Yes,Yes,en,24,229,57789,252.35371179039302
118,pta_156.xml,US - Peru,In Force,2006-04-12,2009-02-01,2009-02-03,2025-12-31,"['USA', 'PER']",Bilateral,South America; North America,Yes,Yes,en,25,279,74207,265.97491039426524
119,pta_142.xml,Australia - Chile,In Force,2008-07-30,2009-03-06,2009-03-03,2015-12-31,"['CHL', 'AUS']",Bilateral,Oceania; South America,Yes,Yes,en,25,293,51555,175.9556313993174
120,pta_397.xml,"Korea, Republic of -  Colombia",In Force,2013-02-21,2016-07-15,2016-10-05,2034-12-31,"['KOR', 'COL']",Bilateral,South America; East Asia,Yes,Yes,en,24,276,54412,197.14492753623188
121,pta_383.xml,Peru - Mexico,In Force,2011-04-06,2012-02-01,2012-02-22,2023-12-31,"['MEX', 'PER']",Bilateral,North America; South America,Yes,Yes,es,21,244,52456,214.98360655737704
122,pta_368.xml,EU - CARIFORUM States EPA,In Force,2008-10-15,2008-11-01,2008-10-16,2033-12-31,"['ESP', 'CYP', 'DEU', 'CZE', 'TTO', 'SVK', 'SWE', 'AUT', 'ROU', 'BLZ', 'BRB', 'GUY', 'HUN', 'SUR', 'VCT', 'EST', 'BGR', 'LTU', 'LUX', 'DNK', 'FRA', 'GBR', 'MLT', 'JAM', 'BHS', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'DMA', 'DOM', 'FIN', 'KNA', 'POL', 'HRV', 'GRD', 'ATG', 'LCA', 'ITA', 'GRC', 'LVA']",Plurilateral; One Party is an RTA,Caribbean; Europe; Central America; South America,No,Yes,en,29,253,48211,190.55731225296444
123,pta_354.xml,Ukraine - Belarus,In Force,1992-12-17,2006-11-11,2008-08-18,2006-12-31,"['UKR', 'BLR']",Bilateral,Commonwealth of Independent States (CIS),No,No,en,3,18,1799,99.94444444444444
124,pta_432.xml,Russian Federation - Turkmenistan,In Force,1992-11-11,1993-04-06,2013-01-18,1993-12-31,"['TKM', 'RUS']",Bilateral,Commonwealth of Independent States (CIS),No,No,en,3,21,1715,81.66666666666667
125,pta_426.xml,East African Community (EAC) - Accession of Burundi and Rwanda,In Force,2007-06-18,2007-07-01,2012-08-01,,"['KEN', 'RWA', 'BDI', 'UGA', 'TZA']",Plurilateral,Africa,Yes,No,en,3,14,1140,81.42857142857143
126,pta_340.xml,MERCOSUR - India,In Force,2004-01-25,2009-06-01,2010-02-23,2009-12-31,"['BRA', 'ARG', 'IND', 'URY', 'PRY']",Bilateral; One Party is an RTA,South America; West Asia,Yes,Yes,en,20,36,1774,49.27777777777778
127,pta_208.xml,EC - Bulgaria Europe Agreement,Inactive,1993-03-08,1995-02-01,1994-12-23,,"['ESP', 'PRT', 'BEL', 'IRL', 'BGR', 'DEU', 'LUX', 'NLD', 'DNK', 'FRA', 'GBR', 'ITA', None, 'GRC']",Plurilateral,Europe,Yes,No,en,19,126,15765,125.11904761904762
128,pta_220.xml,EC - Hungary Europe Agreement,Inactive,1991-12-16,1994-02-01,1992-04-03,,"['ESP', 'PRT', 'BEL', 'IRL', 'NLD', 'DEU', 'LUX', 'DNK', 'FRA', 'GBR', 'ITA', None, 'GRC', 'HUN']",Plurilateral,Europe,Yes,No,en,19,125,14925,119.4
129,pta_234.xml,EC - Slovenia Cooperation Agreement,Inactive,1993-04-05,1993-07-19,1995-08-01,,"['SVN', 'ESP', 'PRT', 'BEL', 'IRL', 'NLD', 'DEU', 'LUX', 'DNK', 'FRA', 'GBR', 'ITA', None, 'GRC']",Plurilateral,Europe,Yes,No,en,5,53,4019,75.83018867924528
130,pta_3.xml,Chile - Japan,In Force,2007-03-27,2007-09-03,2007-08-24,2022-12-31,"['CHL', 'JPN']",Bilateral,South America; East Asia,Yes,Yes,en,21,201,30667,152.5721393034826
131,pta_253.xml,EFTA - Spain Agreement,Inactive,1979-06-26,1980-05-01,1979-11-05,,"['ISL', 'ESP', 'PRT', 'CHE', 'SWE', 'AUT', 'NOR', None]",Plurilateral,Europe,Yes,No,en,3,3,3961,1980.5
132,pta_247.xml,EFTA - Hungary Agreement,Inactive,1993-03-29,1993-10-01,1993-12-23,,"['ISL', 'CHE', 'LIE', 'SWE', 'AUT', 'FIN', 'NOR', None, 'HUN']",Plurilateral,Europe,Yes,No,en,3,42,4703,111.97619047619048
133,pta_290.xml,Poland - Lithuania,Inactive,1996-05-27,1997-12-30,1998-01-15,,"['LTU', 'POL', None]",Bilateral,Europe,Yes,No,en,5,40,4873,121.825
134,pta_284.xml,Moldova - Croatia,Inactive,2004-02-27,2004-10-01,2005-01-31,,"[None, 'MDA', 'HRV']",Bilateral,Europe; Commonwealth of Independent States (CIS),Yes,Yes,en,6,40,4373,109.325
135,pta_441.xml,Eurasian Economic Union (EAEU) - Accession of Armenia,In Force,2014-10-10,2015-01-02,2014-12-29,,"['RUS', 'BLR', 'ARM', 'KAZ']",Plurilateral,Commonwealth of Independent States (CIS),No,No,en,3,8,920,115.0
136,pta_327.xml,ASEAN - Australia - New Zealand,In Force,2009-02-27,2010-01-01,2010-04-08,2025-12-31,"['MMR', 'AUS', 'MYS', 'THA', 'IDN', 'BRN', 'LAO', 'KHM', 'NZL', 'PHL', 'VNM', 'SGP']",Plurilateral; One Party is an RTA,Oceania; East Asia,Yes,Yes,en,20,214,37311,174.35046728971963
137,pta_333.xml,"Hong Kong, China - New Zealand",In Force,2010-03-29,2011-01-01,2011-01-03,2016-12-30,"['NZL', 'HKG']",Bilateral,East Asia; Oceania,Yes,Yes,en,22,194,28857,148.74742268041237
138,pta_119.xml,Southern Common Market (MERCOSUR),In Force,1991-03-26,1991-11-29,1991-02-17,2006-12-31,"['BRA', 'ARG', 'URY', 'PRY']",Plurilateral,South America,Yes,No,en,8,26,1979,76.11538461538461
139,pta_125.xml,EU - Syria,In Force,1977-01-18,1977-07-01,1977-07-15,1980-12-30,"['ESP', 'CYP', 'DEU', 'SYR', 'CZE', 'SVK', 'SWE', 'AUT', 'ROU', 'HUN', 'EST', 'BGR', 'LTU', 'LUX', 'DNK', 'FRA', 'GBR', 'MLT', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'FIN', 'POL', 'HRV', 'ITA', 'GRC', 'LVA']",Bilateral; One Party is an RTA,Europe; Middle East,No,Yes,en,5,50,3927,78.54
140,pta_82.xml,EU - South Africa,In Force,1999-10-11,2000-01-01,2000-11-02,2012-12-30,"['ESP', 'CYP', 'DEU', 'CZE', 'SWE', 'SVK', 'AUT', 'ROU', 'HUN', 'EST', 'BGR', 'LTU', 'LUX', 'DNK', 'FRA', 'GBR', 'MLT', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'FIN', 'POL', 'HRV', 'ZAF', 'ITA', 'GRC', 'LVA']",Bilateral; One Party is an RTA,Europe; Africa,Yes,Yes,en,18,111,16057,144.65765765765767
141,pta_96.xml,Kyrgyz Republic - Uzbekistan,In Force,1996-12-24,1998-03-20,1999-06-15,1998-12-31,"['KGZ', 'UZB']",Bilateral,Commonwealth of Independent States (CIS),No,No,en,3,21,1982,94.38095238095238
142,pta_131.xml,EU - Switzerland - Liechtenstein,In Force,1972-07-22,1973-01-01,1972-10-27,1984-12-30,"['ESP', 'CYP', 'DEU', 'CZE', 'LIE', 'SVK', 'SWE', 'AUT', 'ROU', 'HUN', 'EST', 'BGR', 'LTU', 'LUX', 'DNK', 'FRA', 'GBR', 'MLT', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'FIN', 'POL', 'HRV', 'CHE', 'ITA', 'GRC', 'LVA']",Plurilateral; One Party is an RTA,Europe,Yes,No,en,3,38,3567,93.86842105263158
143,pta_69.xml,New Zealand - Singapore,In Force,2000-11-14,2001-01-01,2001-09-04,2001-12-31,"['NZL', 'SGP']",Bilateral,Oceania; East Asia,Yes,Yes,en,13,86,15979,185.80232558139534
144,pta_41.xml,Southern African Development Community (SADC),In Force,1996-08-24,2000-09-01,2004-08-02,2015-12-31,"['ZAF', 'MOZ', 'BWA', 'SWZ', 'LSO', 'AGO', 'MWI', 'SYC', 'ZMB', 'TZA', 'ZWE', 'MUS', 'NAM']",Plurilateral,Africa,Yes,No,en,10,41,3694,90.09756097560975
145,pta_55.xml,Turkey - Bosnia and Herzegovina,In Force,2002-07-03,2003-07-01,2003-08-29,2007-12-31,"['BIH', 'TUR']",Bilateral,Europe,No,No,en,4,37,4580,123.78378378378379
146,pta_54.xml,Singapore - Australia,In Force,2003-02-17,2003-07-28,2003-09-25,2003-12-31,"['SGP', 'AUS']",Bilateral,Oceania; East Asia,Yes,Yes,en,19,198,29895,150.9848484848485
147,pta_40.xml,EU - Egypt,In Force,2001-06-25,2004-06-01,2004-09-03,2019-12-31,"['ESP', 'CYP', 'DEU', 'CZE', 'SVK', 'SWE', 'AUT', 'ROU', 'HUN', 'EST', 'LTU', 'BGR', 'LUX', 'DNK', 'FRA', 'GBR', 'MLT', 'EGY', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'FIN', 'POL', 'HRV', 'ITA', 'GRC', 'LVA']",Bilateral; One Party is an RTA,Europe; Africa,Yes,Yes,en,15,93,9207,99.0
148,pta_68.xml,EU - Former Yugoslav Republic of Macedonia,In Force,2001-04-09,2001-06-01,2001-10-23,2011-12-31,"['ESP', 'CYP', 'DEU', 'CZE', 'SWE', 'SVK', 'AUT', 'ROU', 'HUN', 'EST', 'BGR', 'LTU', 'LUX', 'DNK', 'FRA', 'GBR', 'MLT', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'FIN', 'POL', 'HRV', 'MKD', 'ITA', 'GRC', 'LVA']",Bilateral; One Party is an RTA,Europe,Yes,No,en,7,51,6096,119.52941176470588
149,pta_97.xml,Eurasian Economic Community (EAEC),Inactive,1996-03-29,1997-10-08,1999-04-21,,"['RUS', 'TJK', 'KGZ', 'KAZ', 'BLR']",Plurilateral,Commonwealth of Independent States (CIS),No,No,en,8,70,5703,81.47142857142858
150,pta_130.xml,EU - Iceland,In Force,1972-12-19,1973-04-01,1972-11-24,1984-12-30,"['ESP', 'CYP', 'DEU', 'CZE', 'SVK', 'SWE', 'AUT', 'ROU', 'HUN', 'EST', 'BGR', 'LTU', 'LUX', 'DNK', 'FRA', 'GBR', 'MLT', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'FIN', 'POL', 'HRV', 'ISL', 'ITA', 'GRC', 'LVA']",Bilateral; One Party is an RTA,Europe,Yes,No,en,3,39,3710,95.12820512820512
151,pta_124.xml,South Pacific Regional Trade and Economic Cooperation Agreement (SPARTECA),In Force,1980-07-14,1981-01-01,1981-01-07,1981-12-31,"['FJI', 'TUV', 'FSM', 'AUS', 'SLB', 'VUT', 'TON', 'PNG', 'WSM', 'NIU', 'NZL', 'KIR', 'NRU', 'COK', 'MHL']",Plurilateral,Oceania,No,No,en,3,17,4740,278.8235294117647
152,pta_83.xml,EU - Morocco,In Force,1996-02-26,2000-03-01,2000-10-13,2011-12-31,"['ESP', 'CYP', 'DEU', 'CZE', 'SWE', 'SVK', 'AUT', 'ROU', 'HUN', 'EST', 'BGR', 'LTU', 'LUX', 'MAR', 'DNK', 'FRA', 'GBR', 'MLT', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'FIN', 'POL', 'HRV', 'ITA', 'GRC', 'LVA']",Bilateral; One Party is an RTA,Europe; Africa,Yes,Yes,en,16,97,9873,101.78350515463917
153,pta_118.xml,EFTA - Turkey,In Force,1991-12-10,1992-04-01,1992-03-06,1996-12-30,"['ISL', 'CHE', 'LIE', 'TUR', 'NOR']",Bilateral; One Party is an RTA,Europe,Yes,No,en,3,37,4466,120.70270270270271
154,pta_332.xml,EU - Eastern and Southern Africa States Interim EPA,In Force,2009-08-29,2012-05-14,2012-02-09,2022-12-31,"['ESP', 'CYP', 'DEU', 'CZE', 'SYC', 'SVK', 'SWE', 'AUT', 'ROU', 'HUN', 'EST', 'BGR', 'LTU', 'LUX', 'DNK', 'FRA', 'GBR', 'MLT', 'ZWE', 'SVN', 'PRT', 'BEL', 'IRL', 'NLD', 'FIN', 'MUS', 'POL', 'HRV', 'ITA', 'GRC', 'MDG', 'LVA']",Plurilateral; One Party is an RTA,Europe; Africa,Yes,Yes,en,8,72,13907,193.15277777777777
155,pta_440.xml,Eurasian Economic Union (EAEU),In Force,2014-05-29,2015-01-01,2014-12-12,,"['RUS', 'ARM', 'KGZ', 'KAZ', 'BLR']",Plurilateral,Commonwealth of Independent States (CIS),No,No,en,30,120,27030,225.25
156,pta_326.xml,Panama - Chinese Taipei,In Force,2003-08-21,2004-01-01,2009-07-28,2013-12-31,"['PAN', 'TWN']",Bilateral,East Asia; Central America,Yes,Yes,en,23,235,45211,192.3872340425532
157,pta_285.xml,Moldova - Former Yugoslav Republic of Macedonia,Inactive,2004-01-28,2004-12-01,2005-01-31,,"[None, 'MDA', 'MKD']",Bilateral,Commonwealth of Independent States (CIS); Europe,Yes,Yes,en,5,43,5010,116.51162790697674
158,pta_291.xml,Romania - Bosnia and Herzegovina,Inactive,2003-04-08,2003-10-24,2005-02-14,,"['BIH', None, 'ROU']",Bilateral,Europe,No,No,en,5,44,5156,117.18181818181819
159,pta_246.xml,EFTA - Estonia Free Trade Agreement,Inactive,1995-12-07,1996-06-01,1996-07-25,,"['LIE', 'EST', 'ISL', None]",Plurilateral,Europe,Yes,No,en,3,41,5273,128.609756097561
160,pta_252.xml,EFTA - Slovenia,Inactive,1995-06-13,1995-07-01,1995-10-18,,"['SVN', 'ISL', 'CHE', 'LIE', 'NOR', None]",Plurilateral,Europe,Yes,No,en,3,42,5626,133.95238095238096
161,pta_2.xml,Egypt - Turkey,In Force,2005-12-27,2007-03-01,2007-10-05,2020-12-30,"['TUR', 'EGY']",Bilateral,Africa; Europe,Yes,Yes,en,8,40,3893,97.325
162,pta_278.xml,Latvia - Switzerland Free Trade Agreement,Inactive,1992-12-22,1993-04-01,1993-05-28,,"['LVA', 'CHE', None]",Bilateral,Europe,Yes,No,en,3,35,3902,111.48571428571428
163,pta_244.xml,EFTA - Bulgaria,Inactive,1993-03-29,1993-07-01,1993-07-07,,"['ISL', 'BGR', 'CHE', 'LIE', 'SWE', 'AUT', 'FIN', 'NOR', None]",Plurilateral,Europe,Yes,No,en,3,42,5814,138.42857142857142
164,pta_250.xml,EFTA - Poland Agreement,Inactive,1992-12-10,1993-11-15,1993-10-20,,"['ISL', 'CHE', 'LIE', 'SWE', 'AUT', 'FIN', 'NOR', None, 'POL']",Plurilateral,Europe,Yes,No,en,3,42,4984,118.66666666666667
165,pta_287.xml,Poland - Faeroe Islands,Inactive,1998-11-03,1998-06-01,1999-08-18,,"[None, 'POL', 'FRO']",Bilateral,Europe,No,No,en,7,34,3761,110.61764705882354
166,pta_293.xml,Romania - Israel,Inactive,2001-01-30,2001-07-01,2005-04-25,,"['ROU', None, 'ISR']",Bilateral,Middle East; Europe,Yes,Yes,en,5,43,4862,113.06976744186046
167,pta_318.xml,First Convention of Lomé,Inactive,1975-02-28,1976-04-01,1975-07-02,,"['BDI', 'MLI', 'MRT', 'BFA', 'RWA', 'TCD', 'TON', 'SWZ', 'DEU', 'GNQ', 'LSO', 'TTO', 'COG', 'ETH', 'BEN', 'BRB', 'GUY', 'GIN', 'KEN', 'CMR', 'LUX', 'NER', 'CAF', 'DNK', 'SEN', 'GNB', 'CIV', 'FRA', 'GBR', 'UGA', 'ZMB', 'JAM', 'LBR', None, 'FJI', 'BHS', 'BWA', 'BEL', 'GAB', 'IRL', 'NGA', 'NLD', 'GHA', 'SDN', 'MUS', 'WSM', 'GRD', 'TGO', 'SLE', 'MWI', 'ITA', 'GMB', 'TZA', 'SOM', 'COD', 'MDG']",Plurilateral,Caribbean; Europe; Africa; Oceania; South America,No,Yes,en,12,95,11364,119.62105263157895
168,pta_330.xml,Iceland - China,In Force,2013-04-15,2014-07-01,2014-10-10,2024-12-30,"['CHN', 'ISL']",Bilateral,East Asia; Europe,Yes,Yes,en,14,131,15601,119.09160305343511
169,pta_324.xml,India - Nepal,In Force,2009-10-27,2009-10-27,2010-08-02,2009-12-31,"['IND', 'NPL']",Bilateral,West Asia,Yes,No,en,3,14,876,62.57142857142857
170,pta_442.xml,Canada - Honduras,In Force,2013-11-05,2014-10-01,2015-02-05,2028-12-30,"['HND', 'CAN']",Bilateral,North America; Central America,Yes,Yes,en,25,244,52419,214.83196721311475
171,pta_132.xml,Global System of Trade Preferences among Developing Countries (GSTP),In Force,1988-04-13,1989-04-19,1989-09-25,1989-12-31,"['BRA', 'CUB', 'BOL', 'COL', 'PER', 'THA', 'TTO', 'CHL', 'IRN', 'ROU', 'BEN', 'MEX', 'GUY', 'GIN', 'MMR', 'ECU', 'ARG', 'CMR', 'TUN', 'MAR', 'KOR', 'VNM', 'SGP', 'ZWE', 'EGY', 'PRK', 'DZA', 'MOZ', 'MYS', 'VEN', 'IDN', 'NGA', 'GHA', 'PHL', 'BGD', 'SDN', 'PAK', 'LKA', 'IND', 'IRQ', 'LBY', 'TZA', 'NIC']",Plurilateral,Africa; South America; West Asia; Caribbean; East Asia; Middle East; North America; Central America,No,Yes,en,9,36,4696,130.44444444444446
172,pta_95.xml,Kyrgyz Republic - Ukraine,In Force,1995-05-26,1998-01-19,1999-06-15,1998-12-31,"['UKR', 'KGZ']",Bilateral,Commonwealth of Independent States (CIS),Yes,No,en,3,16,1505,94.0625
173,pta_81.xml,Kyrgyz Republic - Armenia,In Force,1994-07-04,1995-10-27,2000-12-12,1995-12-31,"['KGZ', 'ARM']",Bilateral,Commonwealth of Independent States (CIS),Yes,No,en,3,21,1729,82.33333333333333
174,pta_126.xml,Australia - Papua New Guinea (PATCRA),In Force,1976-11-06,1977-02-01,1976-12-20,1977-12-31,"['PNG', 'AUS']",Bilateral,Oceania,Yes,No,en,3,26,3189,122.65384615384616
175,pta_56.xml,Turkey - Croatia,Inactive,2002-03-13,2003-07-01,2003-09-02,2007-12-31,"['TUR', None, 'HRV']",Bilateral,Europe,Yes,No,en,6,39,3738,95.84615384615384
176,pta_42.xml,Armenia - Turkmenistan,In Force,1995-10-03,1996-07-07,2004-06-17,1996-12-30,"['TKM', 'ARM']",Bilateral,Commonwealth of Independent States (CIS),No,No,en,3,19,1617,85.10526315789474
177,pta_43.xml,Armenia - Russian Federation,Inactive,1992-09-30,1993-03-25,2004-06-17,1993-12-31,"['RUS', 'ARM']",Bilateral,Commonwealth of Independent States (CIS),Yes,No,en,3,23,2035,88.47826086956522
