id,241,222,134,237,226,133,131,130,238,207,230,213,210,128,129,217,243,127,318,218,126,206,125,224,214,239,253,319
241,0.0,0.5718362206461044,0.5378606838983607,0.6089398542721519,0.6096987474804411,0.5165952080762205,0.6032199898489319,0.6234041762055593,0.548876796222601,0.4927335973594263,0.5108300817864118,0.5901932033614646,0.6263146192370254,0.6274821576930435,0.5317028952055047,0.5413206399182319,0.5426380427337083,0.43837909482370413,0.4622018110338418,0.7796554987210736,0.9052114551875701,0.6823891592870037,0.41060188737515,0.5835905043128228,0.5335156842052239,0.4721734429275471,0.7331756722101543,0.4199666504554555
222,0.5718362206461044,0.0,0.7483704337098375,0.4924621084464798,0.6509188747179075,0.5702126883746009,0.6273862313368695,0.607586525837962,0.5620226611647451,0.5460406596145025,0.6930518282545823,0.6725840835784108,0.7247370401572152,0.7957827916617941,0.6499329537183443,0.5747017500757925,0.6710084892979402,0.6620552585186694,0.6200434014505721,0.7200693796786842,0.9509161124317818,0.7495049067825588,0.5591292113180644,0.6955514626082944,0.744562870375942,0.4929543115011903,0.656993402255312,0.5557227883027446
134,0.5378606838983607,0.7483704337098375,0.0,0.7853759440255886,0.7472120316182609,0.7922665279290717,0.8082252572664229,0.8815931555015565,0.7739761952252436,0.6081613038376936,0.663825526850757,0.7784992498066775,0.9480092496243215,0.7728672272649936,0.80907380492948,0.7267384558868101,0.9034102507740023,0.5339359096441527,0.3907338924393882,1.0889911585606364,0.9340020588297443,0.704068104275927,0.573541278614143,0.7510076664046119,0.7930553754745873,0.7296765426397317,0.8357698184389342,0.43721204339697123
237,0.6089398542721519,0.4924621084464798,0.7853759440255886,0.0,0.6982323548636175,0.6639495205045337,0.7237339936176167,0.6496593697370978,0.6991503438956337,0.6733767809283048,0.7878460820313652,0.6752837562880534,0.7099535317800523,0.7410707926967045,0.7665187505954868,0.6038968434990636,0.6793652850317586,0.47788664258571784,0.5489161479674919,0.8298953121122618,0.9036330980803476,0.7605617836471733,0.5476837156356212,0.6861411466479991,0.7575890894898231,0.5733950829247667,0.6326365448336292,0.5110405508697429
226,0.6096987474804411,0.6509188747179075,0.7472120316182609,0.6982323548636189,0.0,0.9293673897684798,0.7685009058690996,0.8018962073129672,0.737157620735995,0.5517080016003777,0.7257000562113816,0.7856870609273068,0.9768016744099384,1.0190927001463073,0.7797088100026103,0.6344895628969598,0.75923437692804,0.7040339502588732,0.5437959919475077,0.9809040973021584,0.8271246300660415,0.7397669738522538,0.6006033567974602,0.8244822673125779,0.8004367547149969,0.6141773701949865,0.8270475643310666,0.5429668179202458
133,0.5165952080762205,0.5702126883746009,0.7922665279290717,0.6639495205045337,0.9293673897684798,0.0,0.7894505407308555,0.740787449918737,0.7780768300681615,0.6699149895538519,0.6553779270913809,0.6816844825301973,0.7027712014122269,0.7530341561154459,0.7039677854769146,0.7007901173148365,0.78470249485982,0.7335187077758886,0.6747987115597578,0.8326688407106142,0.7437550637384184,0.7397446294070616,0.6375864471804021,0.7398068923459415,0.7526984261884637,0.6030132875900119,0.760709392206504,0.6207038147576881
131,0.6032199898489319,0.6273862313368695,0.8082252572664229,0.7237339936176155,0.7685009058690996,0.7894505407308555,0.0,0.32735954665115213,0.287482219496187,0.561076159753771,0.5658452340182486,0.9115829708702157,0.6519079426852425,0.8407478805477182,0.3232219950448938,0.4118615007851123,0.4714440383729959,0.7379526794744843,0.689576654752075,0.6182277975725989,1.0467126186814708,0.8742465250542047,0.48708574543990363,0.550002387217642,0.5758222486426643,0.4930595047460948,0.6364958419729121,0.6011140289610678
130,0.6234041762055593,0.607586525837962,0.8815931555015565,0.6496593697370991,0.8018962073129672,0.740787449918737,0.32735954665115213,0.0,0.39037316209598716,0.5744342722937177,0.5543543565373976,0.8525242987431446,0.7239488480860988,0.8065571868364688,0.4053043784455385,0.3915404292235585,0.4505032545557,0.7521516963299512,0.7213468082187126,0.657692047742566,1.0157627798403068,0.8509850871516197,0.5500147699087028,0.4822087193149764,0.5946784129709216,0.5371650386300564,0.6564010309435909,0.6529613864278395
238,0.548876796222601,0.5620226611647451,0.7739761952252436,0.699150343895635,0.737157620735995,0.7780768300681615,0.287482219496187,0.39037316209598716,0.0,0.48578740310138496,0.5602167554398073,0.8071811931563344,0.6898756932085998,0.7149172992958439,0.32676570332491,0.38940674811740666,0.4837197611030466,0.7099700465384557,0.6758572009529634,0.6006234491264495,1.0882331101305784,0.8280326207823587,0.49182602544652665,0.5849359247294744,0.5726664164361486,0.47903452503072047,0.5643397683473869,0.6075143413983105
